x_rotor_in,r_rotor_in,theta_rotor_in,x_rotor_out,r_rotor_out,theta_rotor_out,x_stator_in,r_stator_out,theta_stator_in,x_stator_out,r_stator_intheta_stator_out
0.011877002767897401,0.24242424242424232,0.17815122997437532,0.5131511592915915,0.32546444294875787,-0.11113930313574488,0.9132001531618358,0.3418653728295046,-0.07502177897787944,1.201229397257055,0.3480248611084228,-0.02019419371281119
0.012930637175685471,0.2525252525252525,0.1774449535747524,0.5128873402075299,0.3338003876808329,-0.11133805834856648,0.9162799581141702,0.34963499722221353,-0.07504486710119854,1.202552651802061,0.35562423428000084,-0.021667763347358066
0.013996588653051513,0.2626262626262627,0.17673376201831212,0.5126235211234682,0.342136332412908,-0.11153681356138809,0.9193597630665041,0.3574046216149223,-0.07506795522451763,1.2038858217243464,0.36322360745157906,-0.02313413048288873
0.015126920635294265,0.2727272727272727,0.17599687926353505,0.5124508826511417,0.3504722771449828,-0.111696110317962,0.9223725781737112,0.36517424600763126,-0.07512284482562645,1.2054174387559038,0.37082298062315733,-0.02445634625947253
0.016257252617537018,0.2828282828282829,0.17525999650875795,0.5123028122020306,0.35880822187705785,-0.11184477524995523,0.9253804227308023,0.3729438704003402,-0.07518009405062763,1.2069490557874614,0.3784223537947354,-0.025778562036056298
0.017442483011878993,0.2929292929292929,0.17450236736900399,0.5121902548063556,0.3671441666091329,-0.11198017129006618,0.9283518867186714,0.38071349479304917,-0.07524813338383926,1.208609258392455,0.3860217269663136,-0.027002414000638453
0.018642963525354835,0.3030303030303031,0.17373897513282524,0.5121386317106515,0.37548011134120796,-0.11209280019077328,0.9312956725381296,0.3884831191857581,-0.0753243817813563,1.2103313208957183,0.39362110013789187,-0.028178945140331077
0.01986887325677981,0.3131313131313131,0.17296665512867773,0.5120870086149476,0.38381605607328284,-0.11220542909148037,0.9342283038079034,0.39625274357846707,-0.07540188267856134,1.2121061349072464,0.4012204733094701,-0.02931334457437476
0.021132686182516094,0.32323232323232326,0.17218102795461396,0.5121086639677438,0.3921520008053579,-0.11229716265192774,0.9371179172166313,0.404022367971176,-0.07548421387901147,1.2140026876723637,0.4088198464810483,-0.030350513398318135
0.022397505237048854,0.33333333333333326,0.17139507999444584,0.5121343490990959,0.40048794553743294,-0.11238774712153293,0.9400075306253592,0.411791992363885,-0.07556654507946162,1.2158992404374809,0.41641921965262635,-0.03138768222226149
0.023718187696069638,0.3434343434343435,0.17059132099063606,0.512190876542701,0.4088238902695078,-0.1124740631453685,0.9428597420040661,0.4195616167565939,-0.07564307537008653,1.2179432241016241,0.4240185928242046,-0.0323012706243868
0.025038870155090247,0.3535353535353535,0.1697875619868263,0.5122749714912962,0.4171598350015828,-0.11255656394293014,0.9457050840107751,0.4273312411493029,-0.07571854024775145,1.219998455397479,0.43161796599578284,-0.033205430968482365
0.026391404910568197,0.36363636363636365,0.16897498965178,0.5123633550638073,0.4254957797336579,-0.11263971708370153,0.948533732755349,0.4351008655420118,-0.07578440499829278,1.2221329115515263,0.4392173391673609,-0.0340391504782355
0.02776252417125034,0.37373737373737365,0.1681572751003648,0.5124864820060707,0.4338317244657329,-0.1127281550435169,0.9513446318183765,0.4428704899347208,-0.07584006208553452,1.224330676650226,0.44681671233893916,-0.03481658039676227
0.029144336202337754,0.38383838383838387,0.1673371734120553,0.5126096089483344,0.4421676691978078,-0.11281659300333224,0.9541524614011823,0.45064011432742973,-0.07589160787749123,1.2265516436191288,0.4544160855105174,-0.035572015905191615
0.030559384613292575,0.39393939393939387,0.16650965177684676,0.5127468398470673,0.45050361392988286,-0.11291890691263551,0.9569388821579767,0.4584097387201385,-0.07591447845439839,1.228876480137329,0.4620154586820956,-0.036228987391377004
0.03197443302424739,0.40404040404040403,0.1656821301416382,0.5128902712916785,0.4588395586619579,-0.11302732112872838,0.9597253029147712,0.46617936311284747,-0.07593734903130556,1.2312013166555291,0.46961483185367386,-0.036885958877562394
0.03342155734507698,0.4141414141414142,0.16484973999249158,0.5130340192301387,0.46717550339403274,-0.11314539666432431,0.9625006848216602,0.4739489875055564,-0.07592512747691989,1.2336160046942835,0.4772142050252519,-0.0374504450669103
0.03487417663923685,0.42424242424242425,0.16401651581075313,0.5131785670582726,0.4755114481261078,-0.11328788970355846,0.965272711592986,0.48171861189826537,-0.07590224005981513,1.2360518183451317,0.48481357819683013,-0.037993186398816506
0.03634125715818373,0.43434343434343425,0.1631825285014356,0.5133231148864063,0.48384739285818285,-0.11343038274279262,0.9680428798321766,0.4894882362909743,-0.07585530577443304,1.238529345141489,0.4924129513684082,-0.03848871706732577
0.03782511622595679,0.4444444444444444,0.16234765577794782,0.5134518010060303,0.4921833375902579,-0.11361540292294207,0.9708103656215727,0.4972578606836833,-0.075773664251201,1.24106058816642,0.5000123245399865,-0.038923452062068965
0.03931072542373915,0.4545454545454546,0.16151296235291013,0.5135782783250985,0.5005192823223328,-0.11380634516201943,0.9735781378231101,0.5050274850763923,-0.07568826375969888,1.2435970093413518,0.5076116977115647,-0.03935154283035374
0.04081913440404933,0.46464646464646464,0.16068060473472523,0.5136868371932855,0.5088552270544078,-0.11402741068217473,0.9763510904435401,0.5127971094691012,-0.07553487372640638,1.246207609312908,0.5152110708831429,-0.03968445274773348
0.0423275433843595,0.47474747474747464,0.15984824711654033,0.5137758762102352,0.5171911717864829,-0.11428129164878288,0.9791240430639695,0.52056673386181,-0.0753814836931139,1.2488182092844644,0.5228104440547211,-0.04001736266511322
0.04384853412460765,0.4848484848484848,0.15902037643252215,0.5138599200874594,0.5255271165185578,-0.11454194714948793,0.9819078367122632,0.5283363582545189,-0.07516907772955535,1.251473177357948,0.5304098172262992,-0.04028387361548127
0.04537546508798004,0.494949494949495,0.15819462416359253,0.51389176373618,0.5338630612506328,-0.1148733979126449,0.9846963601436605,0.5361059826472279,-0.07493092397221426,1.254147690856509,0.5380091903978774,-0.04052113391101987
0.04690591722030782,0.505050505050505,0.15737196643896714,0.5139236073849003,0.5421990059827079,-0.1152048486758019,0.9874922521626586,0.5438756070399369,-0.0746606239845327,1.2568386993490188,0.5456085635694556,-0.04072901058578454
0.0484451047974156,0.515151515151515,0.15655698577307692,0.513901258074274,0.5505349507147829,-0.11560149508907527,0.9903023978398601,0.5516452314326458,-0.07432814092939992,1.259564102224303,0.5532079367410337,-0.04087561827776866
0.049984292374523204,0.5252525252525252,0.15574200510718672,0.5138562410432542,0.558870895446858,-0.11602541140577344,0.9931125435170612,0.5594148558253548,-0.07399565787426714,1.2622895050995873,0.560807309912612,-0.041022225969752774
0.05153449821893961,0.5353535353535354,0.15494271508000027,0.5137812978989009,0.5672068401789327,-0.11648188595472676,0.9959364595584402,0.5671844802180637,-0.07357431296744103,1.2650628476545007,0.5684066830841902,-0.04108249664398556
0.05308598713233343,0.5454545454545454,0.15414525221594136,0.5136464531236148,0.5755427849110079,-0.11700353071775449,0.9987605712547865,0.5749541046107727,-0.07315170547507699,1.2678384336217348,0.5760060562557684,-0.04113872704237851
0.05464756470467071,0.5555555555555556,0.15336171599525145,0.5135116083483288,0.5838787296430827,-0.1175251754807822,1.0015861220400053,0.5827237290034816,-0.07267699692441779,1.2706450576441086,0.5836054294273466,-0.04114130691482762
0.05621903156226128,0.5656565656565657,0.152591831197379,0.5132854660268976,0.5922146743751577,-0.11813529769447782,1.0044125111672444,0.5904933533961906,-0.07217193687339157,1.2734734550292657,0.5912048025989247,-0.04110625065448422
0.05779377427496318,0.5757575757575758,0.15182632760390002,0.5130566717844017,0.6005506191072328,-0.11874798991388659,1.0072362392939544,0.5982629777888995,-0.07164605961519015,1.2763140353212545,0.5988041757705029,-0.04105077100919088
0.059393561504062664,0.5858585858585857,0.15109431912590895,0.512767674333139,0.6088865638393078,-0.1194124405400593,1.0100530718920326,0.6060326021816085,-0.07106623811814552,1.2791974299804671,0.606403548942081,-0.040923517499478645
0.060993348733162325,0.5959595959595959,0.15036231064791783,0.5124418070065089,0.6172225085713829,-0.1201085892442197,1.0128699044901113,0.6138022265743174,-0.0704864166211009,1.2820808246396798,0.6140029221136593,-0.040796263989766414
0.06261977952823185,0.6060606060606062,0.14966541352862256,0.5120879970064575,0.6255584533034577,-0.12082572965968527,1.01566739601474,0.6215718509670264,-0.06984448600511278,1.2850133372957662,0.6216022952852375,-0.04058921950733575
0.06425614476848202,0.6161616161616161,0.14898160819548598,0.5116614648981107,0.6338943980355328,-0.1215975019809753,1.0184633333692363,0.6293414753597353,-0.06919756455250659,1.2879540598923602,0.6292016684568157,-0.0403688381793334
0.06590801905576822,0.6262626262626262,0.1483179386793713,0.511234932789764,0.6422303427676077,-0.1223692743022653,1.0212405969927933,0.6371110997524441,-0.06851657661741893,1.290924276367937,0.6368010416283939,-0.04010202533543767
0.06758951322474153,0.6363636363636364,0.14769272546018256,0.5107104085520836,0.6505662874996827,-0.12320482099654229,1.0240039704945494,0.6448807241451531,-0.0678102489367533,1.2939247499489221,0.6444004147999722,-0.03978757944634337
0.06927100739371486,0.6464646464646465,0.14706751224099382,0.510179970468664,0.6589022322317578,-0.12404421648772289,1.0267574950105816,0.652650348537862,-0.0670924449350463,1.2969334300070632,0.6519997879715502,-0.0394605887737032
0.07100375949904988,0.6565656565656566,0.14650868894234487,0.5095835907540615,0.6672381769638328,-0.12492025339952403,1.0294764906928322,0.660419972930571,-0.06633440694450306,1.2999960595155504,0.6595991611431283,-0.0390511285877616
0.07273853228362565,0.6666666666666665,0.1459524828527321,0.5089460723355846,0.6755741216959079,-0.12581914962683496,1.0321954863750833,0.6681895973232799,-0.06557636895395981,1.303058689024038,0.6671985343147065,-0.03864166840182
0.0745094042737331,0.6767676767676767,0.14544282387866594,0.508276020385888,0.6839100664279827,-0.1267331579905511,1.0348658400108823,0.6759592217159887,-0.06477999775630279,1.306171139123997,0.6747979074862848,-0.03815809496711301
0.07630597195528133,0.686868686868687,0.14496629749854237,0.5075282069429288,0.6922460111600578,-0.12768328731160594,1.0375289943868575,0.6837288461086977,-0.06397795305726141,1.3092982890915263,0.682397280657863,-0.03765265396901729
0.07811742403142072,0.6969696969696969,0.1445087905252773,0.5067803934999695,0.7005819558921327,-0.12863341663266079,1.0401569026581907,0.6914984705014066,-0.06315700608468977,1.3124531977731806,0.6899966538294412,-0.037107061168017395
0.07998468727503608,0.707070707070707,0.14412259953970355,0.5059219026398469,0.7089179006242077,-0.1296255784690306,1.0427523845177407,0.6992680948941156,-0.06231866902287653,1.3156473803302742,0.6975960270010195,-0.03650466037155951
0.08185195051865143,0.7171717171717171,0.14373640855412978,0.5050611189908016,0.7172538453562828,-0.13061861104929723,1.0453343072839731,0.7070377192868245,-0.061475436231340115,1.3188455770766363,0.7051954001725975,-0.03589658494638704
0.08378578692635694,0.7272727272727273,0.1434353868536361,0.5041226225785042,0.7255897900883578,-0.1316346383865509,1.047850591444339,0.7148073436795335,-0.06060850356059945,1.3221090467790668,0.7127947733441757,-0.03519623689377878
0.0857321376670681,0.7373737373737373,0.14315037515972565,0.5031456946812811,0.7339257348204329,-0.13266203737782287,1.0503668756047049,0.7225769680722424,-0.05974157088985879,1.3253725164814971,0.7203941465157538,-0.03449588884117053
0.08772063239073978,0.7474747474747473,0.14291897172032203,0.5021256877611666,0.7422616795525075,-0.13369879091450612,1.052810345595861,0.7303465924649514,-0.05885670901178437,1.3286877722069936,0.7279935196873321,-0.03372530052516967
0.08975508518013166,0.7575757575757577,0.14274602814898732,0.5010298906146905,0.7505976242845825,-0.134752002185526,1.0552380732840854,0.7381162168576603,-0.05796797086874334,1.3320248293347268,0.7355928928589103,-0.032925141754733496
0.09180125678901352,0.7676767676767677,0.1425879965376507,0.4999269542667771,0.7589335690166576,-0.13580622211895169,1.0576237353912752,0.7458858412503693,-0.05707029953263061,1.3353918909754998,0.7431922660304885,-0.03208799689982015
0.09393260910358478,0.7777777777777777,0.1425383556457855,0.49870951552573284,0.7672695137487326,-0.13687661952829508,1.05996268665389,0.7536554656430782,-0.05616270851912682,1.3388142878428286,0.7507916392020668,-0.031182641194050276
0.09606396141815622,0.7878787878787881,0.14248871475392033,0.49749207678468865,0.7756054584808078,-0.1379470169376385,1.0622907252697724,0.7614250900357872,-0.05525299604549212,1.3422368572315153,0.758391012373645,-0.030277090325815926
0.09827696505393364,0.7979797979797981,0.14254268258464822,0.4961808353611958,0.7839414032128827,-0.13902394214662334,1.0645430500648905,0.7691947144284961,-0.054328564516430575,1.3457578290694416,0.7659903855452233,-0.029260223011405264
0.100514350690848,0.8080808080808081,0.1426275891430631,0.4948395017894933,0.7922773479449579,-0.14010296149096943,1.066795374860009,0.7769643388212051,-0.053404132987369034,1.3492788009073675,0.7735897587168015,-0.0282433556969946
0.10280092010497198,0.8181818181818181,0.14277478580780315,0.4934403603705652,0.8006132926770329,-0.14118190039630843,1.0689821559206736,0.784733963213914,-0.05246817690499152,1.3528730997958067,0.7811891318883794,-0.027149355094851512
0.10515367925537539,0.8282828282828281,0.14300581022926304,0.49197249898897016,0.808949237409108,-0.14226074367854724,1.0711502905541437,0.792503587606623,-0.051528942221750834,1.3565061048389389,0.7887885050599576,-0.02601463919124697
0.10751768803414952,0.8383838383838381,0.1432510685677723,0.49048441245671026,0.8172851821411826,-0.14333818999474943,1.0732829907069654,0.8002732119993315,-0.05058419310273739,1.3601781101619086,0.7963878782315359,-0.024841391500364525
0.1099951883631091,0.8484848484848485,0.14363992536641854,0.4888878109771989,0.8256211268732576,-0.14440814110370795,1.075368978203636,0.8080428363920404,-0.04963217439948244,1.3639368886697003,0.8039872514031141,-0.023582412991321577
0.11247268869206868,0.8585858585858585,0.14402878216506473,0.4872912094976874,0.8339570716053327,-0.14547809221266644,1.0774482357856492,0.8158124607847494,-0.048679248243716014,1.3676956671774918,0.8115866245746923,-0.022323434482278633
0.1150526023431493,0.8686868686868688,0.14454709965144288,0.4855825916414732,0.8422930163374077,-0.14653310924121007,1.0794544392069483,0.8235820851774583,-0.047716471564578665,1.3715895580162056,0.8191859977462702,-0.020937747423899967
0.1176644443796906,0.8787878787878789,0.1451057778121387,0.48385526766701875,0.8506289610694828,-0.1475856323605391,1.0814606426282471,0.8313517095701674,-0.046753694885441316,1.375487812052087,0.8267853709178484,-0.01954796855258484
0.12034018460843565,0.8888888888888888,0.1457451445610264,0.48205409304076235,0.8589649058015575,-0.14862359663215827,1.0834096347013578,0.8391213339628764,-0.04578447994837733,1.379482574569035,0.8343847440894266,-0.018071587681633385
0.12309617226796991,0.8989898989898989,0.14648584519234645,0.48019381979776277,0.8673008505336325,-0.14964991025831914,1.0853382562011107,0.8468909583555853,-0.04481297261636821,1.3835338349922326,0.8419841172610049,-0.016544508347682625
0.12587277057040255,0.9090909090909088,0.14725254463751122,0.47829964244037415,0.8756367952657076,-0.15066747683680193,1.087237448863937,0.8546605827482943,-0.043838851655411765,1.3876346650169815,0.8495834904325832,-0.014974767657780028
0.12878304787694783,0.9191919191919192,0.14818787033853908,0.476304825341727,0.8839727399977826,-0.15165907899677805,1.089090702684458,0.8624302071410032,-0.04286065078166927,1.3918531958453328,0.8571828636041614,-0.013303729484720335
0.13169332518349294,0.9292929292929293,0.14912319603956695,0.4743100082430797,0.8923086847298577,-0.15265068115675415,1.0909407933988662,0.8701998315337122,-0.041882247357648505,1.396071726673684,0.8647822367757396,-0.011632691311660644
0.13474071039138802,0.9393939393939396,0.15023144149113787,0.47218626551470644,0.9006446294619327,-0.15360133411954704,1.0927210720673877,0.8779694559264211,-0.04089937350209189,1.400465183671613,0.8723816099473178,-0.009816109197703388
0.13781541514913964,0.9494949494949496,0.15137414221260675,0.4700550947388647,0.9089805741940078,-0.15454962779519796,1.0945013507359092,0.8857390803191301,-0.03991649964653528,1.4048648351930084,0.879980983118896,-0.00799437305013603
0.14098560972647678,0.9595959595959597,0.15263702047044306,0.4678364475244187,0.9173165189260828,-0.15546507586485764,1.0962324897734221,0.893508704711839,-0.03893178573046689,1.409389313182983,0.8875803562904743,-0.00607195230767622
0.14423564592893337,0.9696969696969696,0.15400038242222766,0.4655675768864191,0.9256524636581579,-0.15636166607052673,1.0979421628408772,0.901278329104548,-0.03794626800934259,1.413984187240015,0.8951797294620522,-0.004092750342657079
0.1475352066654978,0.9797979797979797,0.15542612672264008,0.4632540888803667,0.9339884083902329,-0.15723903117186536,1.099627935543606,0.9090479534972569,-0.03696054047260043,1.4186456366038442,0.9027791026336305,-0.0020613757341125666
0.1509710717132916,0.9898989898989896,0.15702356336132,0.4608459575942498,0.9423243531223076,-0.15807561558593267,1.1012689753386458,0.9168175778899659,-0.035974420236300216,1.4234502791194468,0.9103784758052087,8.221413294371652e-05
0.15440693676108544,1.0,0.158621,0.4584378263081329,0.9506602978543827,-0.1589122,1.102910015133685,0.9245872022826748,-0.0349883,1.4282549216350495,0.9179778489767869,0.002225804
